LapNumber,Driver,Team,Compound,Stint,TyreLife,LapTime,Position,Time,DriverNumber,PitInTime,PitOutTime,WillPitThisLap,NextPitIn3Laps
59.0,BOT,Kick Sauber,HARD,3.0,45.0,0 days 00:01:18.999000,13.0,0 days 02:56:08.984000,77,,,0,0
60.0,BOT,Kick Sauber,HARD,3.0,46.0,0 days 00:01:19.069000,13.0,0 days 02:57:28.053000,77,,,0,0
61.0,BOT,Kick Sauber,HARD,3.0,47.0,0 days 00:01:18.623000,13.0,0 days 02:58:46.676000,77,,,0,0
62.0,BOT,Kick Sauber,HARD,3.0,48.0,0 days 00:01:18.964000,13.0,0 days 03:00:05.640000,77,,,0,0
63.0,BOT,Kick Sauber,HARD,3.0,49.0,0 days 00:01:19.024000,13.0,0 days 03:01:24.664000,77,,,0,0
64.0,BOT,Kick Sauber,HARD,3.0,50.0,0 days 00:01:18.531000,13.0,0 days 03:02:43.195000,77,,,0,0
65.0,BOT,Kick Sauber,HARD,3.0,51.0,0 days 00:01:18.642000,13.0,0 days 03:04:01.837000,77,,,0,0
66.0,BOT,Kick Sauber,HARD,3.0,52.0,0 days 00:01:18.383000,13.0,0 days 03:05:20.220000,77,,,0,0
67.0,BOT,Kick Sauber,HARD,3.0,53.0,0 days 00:01:18.467000,13.0,0 days 03:06:38.687000,77,,,0,0
68.0,BOT,Kick Sauber,HARD,3.0,54.0,0 days 00:01:18.052000,13.0,0 days 03:07:56.739000,77,,,0,0
69.0,BOT,Kick Sauber,HARD,3.0,55.0,0 days 00:01:18.088000,13.0,0 days 03:09:14.827000,77,,,0,0
70.0,BOT,Kick Sauber,HARD,3.0,56.0,0 days 00:01:18.778000,13.0,0 days 03:10:33.605000,77,,,0,0
71.0,BOT,Kick Sauber,HARD,3.0,57.0,0 days 00:01:18.104000,13.0,0 days 03:11:51.709000,77,,,0,0
72.0,BOT,Kick Sauber,HARD,3.0,58.0,0 days 00:01:18.347000,13.0,0 days 03:13:10.056000,77,,,0,0
73.0,BOT,Kick Sauber,HARD,3.0,59.0,0 days 00:01:20.068000,13.0,0 days 03:14:30.124000,77,,,0,0
74.0,BOT,Kick Sauber,HARD,3.0,60.0,0 days 00:01:18.318000,13.0,0 days 03:15:48.442000,77,,,0,0
75.0,BOT,Kick Sauber,HARD,3.0,61.0,0 days 00:01:18.779000,13.0,0 days 03:17:07.221000,77,,,0,0
76.0,BOT,Kick Sauber,HARD,3.0,62.0,0 days 00:01:18.774000,13.0,0 days 03:18:25.995000,77,,,0,0
1.0,GAS,Alpine,HARD,1.0,1.0,0 days 00:41:37.695000,10.0,0 days 01:36:43.648000,10,0 days 00:57:02.934000,,1,1
2.0,GAS,Alpine,MEDIUM,2.0,1.0,0 days 00:02:19.618000,10.0,0 days 01:39:03.266000,10,,0 days 01:36:44.525000,0,0
3.0,GAS,Alpine,MEDIUM,2.0,2.0,0 days 00:01:28.269000,10.0,0 days 01:40:31.535000,10,,,0,0
4.0,GAS,Alpine,MEDIUM,2.0,3.0,0 days 00:01:23.269000,10.0,0 days 01:41:54.804000,10,,,0,0
5.0,GAS,Alpine,MEDIUM,2.0,4.0,0 days 00:01:23.428000,10.0,0 days 01:43:18.232000,10,,,0,0
6.0,GAS,Alpine,MEDIUM,2.0,5.0,0 days 00:01:23.106000,10.0,0 days 01:44:41.338000,10,,,0,0
7.0,GAS,Alpine,MEDIUM,2.0,6.0,0 days 00:01:22.233000,10.0,0 days 01:46:03.571000,10,,,0,0
8.0,GAS,Alpine,MEDIUM,2.0,7.0,0 days 00:01:21.600000,10.0,0 days 01:47:25.171000,10,,,0,0
9.0,GAS,Alpine,MEDIUM,2.0,8.0,0 days 00:01:22.071000,10.0,0 days 01:48:47.242000,10,,,0,0
10.0,GAS,Alpine,MEDIUM,2.0,9.0,0 days 00:01:21.394000,10.0,0 days 01:50:08.636000,10,,,0,0
11.0,GAS,Alpine,MEDIUM,2.0,10.0,0 days 00:01:21.298000,10.0,0 days 01:51:29.934000,10,,,0,0
12.0,GAS,Alpine,MEDIUM,2.0,11.0,0 days 00:01:21.289000,10.0,0 days 01:52:51.223000,10,,,0,0
13.0,GAS,Alpine,MEDIUM,2.0,12.0,0 days 00:01:21.530000,10.0,0 days 01:54:12.753000,10,,,0,0
14.0,GAS,Alpine,MEDIUM,2.0,13.0,0 days 00:01:19.920000,10.0,0 days 01:55:32.673000,10,,,0,0
15.0,GAS,Alpine,MEDIUM,2.0,14.0,0 days 00:01:21.066000,10.0,0 days 01:56:53.739000,10,,,0,0
16.0,GAS,Alpine,MEDIUM,2.0,15.0,0 days 00:01:21.054000,10.0,0 days 01:58:14.793000,10,,,0,0
17.0,GAS,Alpine,MEDIUM,2.0,16.0,0 days 00:01:21.961000,10.0,0 days 01:59:36.754000,10,,,0,0
18.0,GAS,Alpine,MEDIUM,2.0,17.0,0 days 00:01:20.797000,10.0,0 days 02:00:57.551000,10,,,0,0
19.0,GAS,Alpine,MEDIUM,2.0,18.0,0 days 00:01:19.904000,10.0,0 days 02:02:17.455000,10,,,0,0
20.0,GAS,Alpine,MEDIUM,2.0,19.0,0 days 00:01:20.255000,10.0,0 days 02:03:37.710000,10,,,0,0
21.0,GAS,Alpine,MEDIUM,2.0,20.0,0 days 00:01:19.876000,10.0,0 days 02:04:57.586000,10,,,0,0
22.0,GAS,Alpine,MEDIUM,2.0,21.0,0 days 00:01:20.554000,10.0,0 days 02:06:18.140000,10,,,0,0
23.0,GAS,Alpine,MEDIUM,2.0,22.0,0 days 00:01:21.306000,10.0,0 days 02:07:39.446000,10,,,0,0
24.0,GAS,Alpine,MEDIUM,2.0,23.0,0 days 00:01:20.949000,10.0,0 days 02:09:00.395000,10,,,0,0
25.0,GAS,Alpine,MEDIUM,2.0,24.0,0 days 00:01:20.372000,10.0,0 days 02:10:20.767000,10,,,0,0
26.0,GAS,Alpine,MEDIUM,2.0,25.0,0 days 00:01:20.593000,10.0,0 days 02:11:41.360000,10,,,0,0
27.0,GAS,Alpine,MEDIUM,2.0,26.0,0 days 00:01:20.521000,10.0,0 days 02:13:01.881000,10,,,0,0
28.0,GAS,Alpine,MEDIUM,2.0,27.0,0 days 00:01:20.229000,10.0,0 days 02:14:22.110000,10,,,0,0
29.0,GAS,Alpine,MEDIUM,2.0,28.0,0 days 00:01:19.376000,10.0,0 days 02:15:41.486000,10,,,0,0
30.0,GAS,Alpine,MEDIUM,2.0,29.0,0 days 00:01:21.764000,10.0,0 days 02:17:03.250000,10,,,0,0
31.0,GAS,Alpine,MEDIUM,2.0,30.0,0 days 00:01:21.427000,10.0,0 days 02:18:24.677000,10,,,0,0
32.0,GAS,Alpine,MEDIUM,2.0,31.0,0 days 00:01:21.121000,10.0,0 days 02:19:45.798000,10,,,0,0
33.0,GAS,Alpine,MEDIUM,2.0,32.0,0 days 00:01:20.965000,10.0,0 days 02:21:06.763000,10,,,0,0
34.0,GAS,Alpine,MEDIUM,2.0,33.0,0 days 00:01:20.751000,10.0,0 days 02:22:27.514000,10,,,0,0
35.0,GAS,Alpine,MEDIUM,2.0,34.0,0 days 00:01:19.361000,10.0,0 days 02:23:46.875000,10,,,0,0
36.0,GAS,Alpine,MEDIUM,2.0,35.0,0 days 00:01:19.576000,10.0,0 days 02:25:06.451000,10,,,0,0
37.0,GAS,Alpine,MEDIUM,2.0,36.0,0 days 00:01:19.975000,10.0,0 days 02:26:26.426000,10,,,0,0
38.0,GAS,Alpine,MEDIUM,2.0,37.0,0 days 00:01:19.428000,10.0,0 days 02:27:45.854000,10,,,0,0
39.0,GAS,Alpine,MEDIUM,2.0,38.0,0 days 00:01:20.320000,10.0,0 days 02:29:06.174000,10,,,0,0
40.0,GAS,Alpine,MEDIUM,2.0,39.0,0 days 00:01:20.384000,10.0,0 days 02:30:26.558000,10,,,0,0
41.0,GAS,Alpine,MEDIUM,2.0,40.0,0 days 00:01:20.200000,10.0,0 days 02:31:46.758000,10,,,0,0
42.0,GAS,Alpine,MEDIUM,2.0,41.0,0 days 00:01:19.977000,10.0,0 days 02:33:06.735000,10,,,0,0
43.0,GAS,Alpine,MEDIUM,2.0,42.0,0 days 00:01:21.048000,10.0,0 days 02:34:27.783000,10,,,0,0
44.0,GAS,Alpine,MEDIUM,2.0,43.0,0 days 00:01:20.621000,10.0,0 days 02:35:48.404000,10,,,0,0
45.0,GAS,Alpine,MEDIUM,2.0,44.0,0 days 00:01:19.382000,10.0,0 days 02:37:07.786000,10,,,0,0
46.0,GAS,Alpine,MEDIUM,2.0,45.0,0 days 00:01:19.970000,10.0,0 days 02:38:27.756000,10,,,0,0
47.0,GAS,Alpine,MEDIUM,2.0,46.0,0 days 00:01:19.435000,10.0,0 days 02:39:47.191000,10,,,0,0
48.0,GAS,Alpine,MEDIUM,2.0,47.0,0 days 00:01:19.865000,10.0,0 days 02:41:07.056000,10,,,0,0
49.0,GAS,Alpine,MEDIUM,2.0,48.0,0 days 00:01:20.534000,10.0,0 days 02:42:27.590000,10,,,0,0
50.0,GAS,Alpine,MEDIUM,2.0,49.0,0 days 00:01:21.023000,10.0,0 days 02:43:48.613000,10,,,0,0
51.0,GAS,Alpine,MEDIUM,2.0,50.0,0 days 00:01:24.473000,10.0,0 days 02:45:13.086000,10,,,0,0
52.0,GAS,Alpine,MEDIUM,2.0,51.0,0 days 00:01:19.743000,10.0,0 days 02:46:32.829000,10,,,0,0
53.0,GAS,Alpine,MEDIUM,2.0,52.0,0 days 00:01:19.917000,10.0,0 days 02:47:52.746000,10,,,0,0
54.0,GAS,Alpine,MEDIUM,2.0,53.0,0 days 00:01:19.091000,10.0,0 days 02:49:11.837000,10,,,0,0
55.0,GAS,Alpine,MEDIUM,2.0,54.0,0 days 00:01:19.407000,10.0,0 days 02:50:31.244000,10,,,0,0
56.0,GAS,Alpine,MEDIUM,2.0,55.0,0 days 00:01:19.704000,10.0,0 days 02:51:50.948000,10,,,0,0
57.0,GAS,Alpine,MEDIUM,2.0,56.0,0 days 00:01:19.448000,10.0,0 days 02:53:10.396000,10,,,0,0
58.0,GAS,Alpine,MEDIUM,2.0,57.0,0 days 00:01:19.097000,10.0,0 days 02:54:29.493000,10,,,0,0
59.0,GAS,Alpine,MEDIUM,2.0,58.0,0 days 00:01:21.378000,10.0,0 days 02:55:50.871000,10,,,0,0
60.0,GAS,Alpine,MEDIUM,2.0,59.0,0 days 00:01:20.237000,10.0,0 days 02:57:11.108000,10,,,0,0
61.0,GAS,Alpine,MEDIUM,2.0,60.0,0 days 00:01:20.407000,10.0,0 days 02:58:31.515000,10,,,0,0
62.0,GAS,Alpine,MEDIUM,2.0,61.0,0 days 00:01:18.469000,10.0,0 days 02:59:49.984000,10,,,0,0
63.0,GAS,Alpine,MEDIUM,2.0,62.0,0 days 00:01:19.155000,10.0,0 days 03:01:09.139000,10,,,0,0
64.0,GAS,Alpine,MEDIUM,2.0,63.0,0 days 00:01:18.868000,10.0,0 days 03:02:28.007000,10,,,0,0
65.0,GAS,Alpine,MEDIUM,2.0,64.0,0 days 00:01:19.220000,10.0,0 days 03:03:47.227000,10,,,0,0
66.0,GAS,Alpine,MEDIUM,2.0,65.0,0 days 00:01:18.726000,10.0,0 days 03:05:05.953000,10,,,0,0
67.0,GAS,Alpine,MEDIUM,2.0,66.0,0 days 00:01:18.624000,10.0,0 days 03:06:24.577000,10,,,0,0
68.0,GAS,Alpine,MEDIUM,2.0,67.0,0 days 00:01:18.545000,10.0,0 days 03:07:43.122000,10,,,0,0
69.0,GAS,Alpine,MEDIUM,2.0,68.0,0 days 00:01:18.363000,10.0,0 days 03:09:01.485000,10,,,0,0
70.0,GAS,Alpine,MEDIUM,2.0,69.0,0 days 00:01:17.799000,10.0,0 days 03:10:19.284000,10,,,0,0
71.0,GAS,Alpine,MEDIUM,2.0,70.0,0 days 00:01:18.140000,10.0,0 days 03:11:37.424000,10,,,0,0
72.0,GAS,Alpine,MEDIUM,2.0,71.0,0 days 00:01:18.382000,10.0,0 days 03:12:55.806000,10,,,0,0
73.0,GAS,Alpine,MEDIUM,2.0,72.0,0 days 00:01:17.992000,10.0,0 days 03:14:13.798000,10,,,0,0
74.0,GAS,Alpine,MEDIUM,2.0,73.0,0 days 00:01:16.689000,10.0,0 days 03:15:30.487000,10,,,0,0
75.0,GAS,Alpine,MEDIUM,2.0,74.0,0 days 00:01:18.120000,10.0,0 days 03:16:48.607000,10,,,0,0
76.0,GAS,Alpine,MEDIUM,2.0,75.0,0 days 00:01:17.516000,10.0,0 days 03:18:06.123000,10,,,0,0
77.0,GAS,Alpine,MEDIUM,2.0,76.0,0 days 00:01:15.625000,10.0,0 days 03:19:21.748000,10,,,0,0
1.0,HAM,Mercedes,HARD,1.0,1.0,0 days 00:41:23.804000,7.0,0 days 01:36:29.909000,44,0 days 00:56:55.473000,,1,1
2.0,HAM,Mercedes,MEDIUM,2.0,1.0,,7.0,0 days 01:39:02.569000,44,,0 days 01:36:30.616000,0,0
3.0,HAM,Mercedes,MEDIUM,2.0,2.0,0 days 00:01:27.058000,7.0,0 days 01:40:29.627000,44,,,0,0
4.0,HAM,Mercedes,MEDIUM,2.0,3.0,0 days 00:01:23.376000,7.0,0 days 01:41:53.003000,44,,,0,0
5.0,HAM,Mercedes,MEDIUM,2.0,4.0,0 days 00:01:23.640000,7.0,0 days 01:43:16.643000,44,,,0,0
6.0,HAM,Mercedes,MEDIUM,2.0,5.0,0 days 00:01:23.369000,7.0,0 days 01:44:40.012000,44,,,0,0
7.0,HAM,Mercedes,MEDIUM,2.0,6.0,0 days 00:01:21.463000,7.0,0 days 01:46:01.475000,44,,,0,0
8.0,HAM,Mercedes,MEDIUM,2.0,7.0,0 days 00:01:21.612000,7.0,0 days 01:47:23.087000,44,,,0,0
9.0,HAM,Mercedes,MEDIUM,2.0,8.0,0 days 00:01:21.851000,7.0,0 days 01:48:44.938000,44,,,0,0
10.0,HAM,Mercedes,MEDIUM,2.0,9.0,0 days 00:01:21.437000,7.0,0 days 01:50:06.375000,44,,,0,0
11.0,HAM,Mercedes,MEDIUM,2.0,10.0,0 days 00:01:21.325000,7.0,0 days 01:51:27.700000,44,,,0,0
12.0,HAM,Mercedes,MEDIUM,2.0,11.0,0 days 00:01:21.164000,7.0,0 days 01:52:48.864000,44,,,0,0
13.0,HAM,Mercedes,MEDIUM,2.0,12.0,0 days 00:01:20.171000,7.0,0 days 01:54:09.035000,44,,,0,0
14.0,HAM,Mercedes,MEDIUM,2.0,13.0,0 days 00:01:20.126000,7.0,0 days 01:55:29.161000,44,,,0,0
15.0,HAM,Mercedes,MEDIUM,2.0,14.0,0 days 00:01:19.971000,7.0,0 days 01:56:49.132000,44,,,0,0
16.0,HAM,Mercedes,MEDIUM,2.0,15.0,0 days 00:01:20.384000,7.0,0 days 01:58:09.516000,44,,,0,0
17.0,HAM,Mercedes,MEDIUM,2.0,16.0,0 days 00:01:19.738000,7.0,0 days 01:59:29.254000,44,,,0,0
18.0,HAM,Mercedes,MEDIUM,2.0,17.0,0 days 00:01:20.037000,7.0,0 days 02:00:49.291000,44,,,0,0
19.0,HAM,Mercedes,MEDIUM,2.0,18.0,0 days 00:01:19.874000,7.0,0 days 02:02:09.165000,44,,,0,0
20.0,HAM,Mercedes,MEDIUM,2.0,19.0,0 days 00:01:20.504000,7.0,0 days 02:03:29.669000,44,,,0,0
21.0,HAM,Mercedes,MEDIUM,2.0,20.0,0 days 00:01:19.760000,7.0,0 days 02:04:49.429000,44,,,0,0
22.0,HAM,Mercedes,MEDIUM,2.0,21.0,0 days 00:01:20.590000,7.0,0 days 02:06:10.019000,44,,,0,0
23.0,HAM,Mercedes,MEDIUM,2.0,22.0,0 days 00:01:19.089000,7.0,0 days 02:07:29.108000,44,,,0,0
24.0,HAM,Mercedes,MEDIUM,2.0,23.0,0 days 00:01:18.785000,7.0,0 days 02:08:47.893000,44,,,0,0
25.0,HAM,Mercedes,MEDIUM,2.0,24.0,0 days 00:01:19.342000,7.0,0 days 02:10:07.235000,44,,,0,0
26.0,HAM,Mercedes,MEDIUM,2.0,25.0,0 days 00:01:19.862000,7.0,0 days 02:11:27.097000,44,,,0,0
27.0,HAM,Mercedes,MEDIUM,2.0,26.0,0 days 00:01:18.549000,7.0,0 days 02:12:45.646000,44,,,0,0
28.0,HAM,Mercedes,MEDIUM,2.0,27.0,0 days 00:01:18.587000,7.0,0 days 02:14:04.233000,44,,,0,0
29.0,HAM,Mercedes,MEDIUM,2.0,28.0,0 days 00:01:18.940000,7.0,0 days 02:15:23.173000,44,,,0,0
30.0,HAM,Mercedes,MEDIUM,2.0,29.0,0 days 00:01:18.371000,7.0,0 days 02:16:41.544000,44,,,0,0
31.0,HAM,Mercedes,MEDIUM,2.0,30.0,0 days 00:01:18.471000,7.0,0 days 02:18:00.015000,44,,,0,0
32.0,HAM,Mercedes,MEDIUM,2.0,31.0,0 days 00:01:18.618000,7.0,0 days 02:19:18.633000,44,,,0,0
33.0,HAM,Mercedes,MEDIUM,2.0,32.0,0 days 00:01:18.746000,7.0,0 days 02:20:37.379000,44,,,0,0
34.0,HAM,Mercedes,MEDIUM,2.0,33.0,0 days 00:01:18.860000,7.0,0 days 02:21:56.239000,44,,,0,0
35.0,HAM,Mercedes,MEDIUM,2.0,34.0,0 days 00:01:19.518000,7.0,0 days 02:23:15.757000,44,,,0,0
36.0,HAM,Mercedes,MEDIUM,2.0,35.0,0 days 00:01:20.648000,7.0,0 days 02:24:36.405000,44,,,0,0
37.0,HAM,Mercedes,MEDIUM,2.0,36.0,0 days 00:01:18.605000,7.0,0 days 02:25:55.010000,44,,,0,0
38.0,HAM,Mercedes,MEDIUM,2.0,37.0,0 days 00:01:20.514000,7.0,0 days 02:27:15.524000,44,,,0,0
39.0,HAM,Mercedes,MEDIUM,2.0,38.0,0 days 00:01:18.943000,7.0,0 days 02:28:34.467000,44,,,0,0
40.0,HAM,Mercedes,MEDIUM,2.0,39.0,0 days 00:01:18.673000,7.0,0 days 02:29:53.140000,44,,,0,0
41.0,HAM,Mercedes,MEDIUM,2.0,40.0,0 days 00:01:18.946000,7.0,0 days 02:31:12.086000,44,,,0,0
42.0,HAM,Mercedes,MEDIUM,2.0,41.0,0 days 00:01:17.542000,7.0,0 days 02:32:29.628000,44,,,0,0
43.0,HAM,Mercedes,MEDIUM,2.0,42.0,0 days 00:01:17.867000,7.0,0 days 02:33:47.495000,44,,,0,0
44.0,HAM,Mercedes,MEDIUM,2.0,43.0,0 days 00:01:18.225000,7.0,0 days 02:35:05.720000,44,,,0,0
45.0,HAM,Mercedes,MEDIUM,2.0,44.0,0 days 00:01:18.156000,7.0,0 days 02:36:23.876000,44,,,0,0
46.0,HAM,Mercedes,MEDIUM,2.0,45.0,0 days 00:01:18.104000,7.0,0 days 02:37:41.980000,44,,,0,0
47.0,HAM,Mercedes,MEDIUM,2.0,46.0,0 days 00:01:18.331000,7.0,0 days 02:39:00.311000,44,,,0,0
48.0,HAM,Mercedes,MEDIUM,2.0,47.0,0 days 00:01:17.831000,7.0,0 days 02:40:18.142000,44,,,0,0
49.0,HAM,Mercedes,MEDIUM,2.0,48.0,0 days 00:01:17.398000,7.0,0 days 02:41:35.540000,44,,,0,1
50.0,HAM,Mercedes,MEDIUM,2.0,49.0,0 days 00:01:18.461000,7.0,0 days 02:42:54.001000,44,,,0,1
51.0,HAM,Mercedes,MEDIUM,2.0,50.0,0 days 00:01:35.209000,7.0,0 days 02:44:29.210000,44,0 days 02:44:05.864000,,1,1
52.0,HAM,Mercedes,HARD,3.0,2.0,0 days 00:01:19.702000,7.0,0 days 02:45:48.912000,44,,0 days 02:44:29.955000,0,0
53.0,HAM,Mercedes,HARD,3.0,3.0,0 days 00:01:16.458000,7.0,0 days 02:47:05.370000,44,,,0,0
54.0,HAM,Mercedes,HARD,3.0,4.0,0 days 00:01:16.388000,7.0,0 days 02:48:21.758000,44,,,0,0
55.0,HAM,Mercedes,HARD,3.0,5.0,0 days 00:01:16.492000,7.0,0 days 02:49:38.250000,44,,,0,0
56.0,HAM,Mercedes,HARD,3.0,6.0,0 days 00:01:14.423000,7.0,0 days 02:50:52.673000,44,,,0,0
57.0,HAM,Mercedes,HARD,3.0,7.0,0 days 00:01:17.857000,7.0,0 days 02:52:10.530000,44,,,0,0
58.0,HAM,Mercedes,HARD,3.0,8.0,0 days 00:01:16.855000,7.0,0 days 02:53:27.385000,44,,,0,0
59.0,HAM,Mercedes,HARD,3.0,9.0,0 days 00:01:14.204000,7.0,0 days 02:54:41.589000,44,,,0,0
60.0,HAM,Mercedes,HARD,3.0,10.0,0 days 00:01:15.848000,7.0,0 days 02:55:57.437000,44,,,0,0
61.0,HAM,Mercedes,HARD,3.0,11.0,0 days 00:01:15.274000,7.0,0 days 02:57:12.711000,44,,,0,0
62.0,HAM,Mercedes,HARD,3.0,12.0,0 days 00:01:15.414000,7.0,0 days 02:58:28.125000,44,,,0,0
63.0,HAM,Mercedes,HARD,3.0,13.0,0 days 00:01:14.165000,7.0,0 days 02:59:42.290000,44,,,0,0
64.0,HAM,Mercedes,HARD,3.0,14.0,0 days 00:01:16.164000,7.0,0 days 03:00:58.454000,44,,,0,0
65.0,HAM,Mercedes,HARD,3.0,15.0,0 days 00:01:15.190000,7.0,0 days 03:02:13.644000,44,,,0,0
66.0,HAM,Mercedes,HARD,3.0,16.0,0 days 00:01:15.342000,7.0,0 days 03:03:28.986000,44,,,0,0
67.0,HAM,Mercedes,HARD,3.0,17.0,0 days 00:01:16.117000,7.0,0 days 03:04:45.103000,44,,,0,0
68.0,HAM,Mercedes,HARD,3.0,18.0,0 days 00:01:15.836000,7.0,0 days 03:06:00.939000,44,,,0,0
69.0,HAM,Mercedes,HARD,3.0,19.0,0 days 00:01:15.648000,7.0,0 days 03:07:16.587000,44,,,0,0
70.0,HAM,Mercedes,HARD,3.0,20.0,0 days 00:01:15.638000,7.0,0 days 03:08:32.225000,44,,,0,0
71.0,HAM,Mercedes,HARD,3.0,21.0,0 days 00:01:15.643000,7.0,0 days 03:09:47.868000,44,,,0,0
72.0,HAM,Mercedes,HARD,3.0,22.0,0 days 00:01:15.468000,7.0,0 days 03:11:03.336000,44,,,0,0
73.0,HAM,Mercedes,HARD,3.0,23.0,0 days 00:01:15.134000,7.0,0 days 03:12:18.470000,44,,,0,0
74.0,HAM,Mercedes,HARD,3.0,24.0,0 days 00:01:15.324000,7.0,0 days 03:13:33.794000,44,,,0,0
75.0,HAM,Mercedes,HARD,3.0,25.0,0 days 00:01:15.324000,7.0,0 days 03:14:49.118000,44,,,0,0
76.0,HAM,Mercedes,HARD,3.0,26.0,0 days 00:01:15.245000,7.0,0 days 03:16:04.363000,44,,,0,0
77.0,HAM,Mercedes,HARD,3.0,27.0,0 days 00:01:15.697000,7.0,0 days 03:17:20.060000,44,,,0,0
78.0,HAM,Mercedes,HARD,3.0,28.0,0 days 00:01:16.355000,7.0,0 days 03:18:36.415000,44,,,0,0
1.0,HUL,Haas F1 Team,MEDIUM,1.0,1.0,,,0 days 01:36:02.319000,27,,,0,0
1.0,LEC,Ferrari,MEDIUM,1.0,1.0,0 days 00:40:56.330000,1.0,0 days 01:36:02.319000,16,0 days 00:56:45.433000,,1,1
2.0,LEC,Ferrari,HARD,2.0,1.0,,1.0,0 days 01:39:00.140000,16,,0 days 01:36:03.182000,0,0
3.0,LEC,Ferrari,HARD,2.0,2.0,0 days 00:01:24.624000,1.0,0 days 01:40:24.764000,16,,,0,0
4.0,LEC,Ferrari,HARD,2.0,3.0,0 days 00:01:22.625000,1.0,0 days 01:41:47.389000,16,,,0,0
5.0,LEC,Ferrari,HARD,2.0,4.0,0 days 00:01:21.795000,1.0,0 days 01:43:09.184000,16,,,0,0
6.0,LEC,Ferrari,HARD,2.0,5.0,0 days 00:01:21.145000,1.0,0 days 01:44:30.329000,16,,,0,0
7.0,LEC,Ferrari,HARD,2.0,6.0,0 days 00:01:20.980000,1.0,0 days 01:45:51.309000,16,,,0,0
8.0,LEC,Ferrari,HARD,2.0,7.0,0 days 00:01:21.030000,1.0,0 days 01:47:12.339000,16,,,0,0
9.0,LEC,Ferrari,HARD,2.0,8.0,0 days 00:01:20.114000,1.0,0 days 01:48:32.453000,16,,,0,0
10.0,LEC,Ferrari,HARD,2.0,9.0,0 days 00:01:20.775000,1.0,0 days 01:49:53.228000,16,,,0,0
11.0,LEC,Ferrari,HARD,2.0,10.0,0 days 00:01:21.046000,1.0,0 days 01:51:14.274000,16,,,0,0
12.0,LEC,Ferrari,HARD,2.0,11.0,0 days 00:01:20.252000,1.0,0 days 01:52:34.526000,16,,,0,0
13.0,LEC,Ferrari,HARD,2.0,12.0,0 days 00:01:19.017000,1.0,0 days 01:53:53.543000,16,,,0,0
14.0,LEC,Ferrari,HARD,2.0,13.0,0 days 00:01:19.913000,1.0,0 days 01:55:13.456000,16,,,0,0
15.0,LEC,Ferrari,HARD,2.0,14.0,0 days 00:01:19.838000,1.0,0 days 01:56:33.294000,16,,,0,0
16.0,LEC,Ferrari,HARD,2.0,15.0,0 days 00:01:20.156000,1.0,0 days 01:57:53.450000,16,,,0,0
17.0,LEC,Ferrari,HARD,2.0,16.0,0 days 00:01:20.279000,1.0,0 days 01:59:13.729000,16,,,0,0
18.0,LEC,Ferrari,HARD,2.0,17.0,0 days 00:01:19.580000,1.0,0 days 02:00:33.309000,16,,,0,0
19.0,LEC,Ferrari,HARD,2.0,18.0,0 days 00:01:18.842000,1.0,0 days 02:01:52.151000,16,,,0,0
20.0,LEC,Ferrari,HARD,2.0,19.0,0 days 00:01:18.724000,1.0,0 days 02:03:10.875000,16,,,0,0
21.0,LEC,Ferrari,HARD,2.0,20.0,0 days 00:01:18.472000,1.0,0 days 02:04:29.347000,16,,,0,0
22.0,LEC,Ferrari,HARD,2.0,21.0,0 days 00:01:18.620000,1.0,0 days 02:05:47.967000,16,,,0,0
23.0,LEC,Ferrari,HARD,2.0,22.0,0 days 00:01:18.458000,1.0,0 days 02:07:06.425000,16,,,0,0
24.0,LEC,Ferrari,HARD,2.0,23.0,0 days 00:01:18.725000,1.0,0 days 02:08:25.150000,16,,,0,0
25.0,LEC,Ferrari,HARD,2.0,24.0,0 days 00:01:18.973000,1.0,0 days 02:09:44.123000,16,,,0,0
26.0,LEC,Ferrari,HARD,2.0,25.0,0 days 00:01:18.445000,1.0,0 days 02:11:02.568000,16,,,0,0
27.0,LEC,Ferrari,HARD,2.0,26.0,0 days 00:01:18.351000,1.0,0 days 02:12:20.919000,16,,,0,0
28.0,LEC,Ferrari,HARD,2.0,27.0,0 days 00:01:18.710000,1.0,0 days 02:13:39.629000,16,,,0,0
29.0,LEC,Ferrari,HARD,2.0,28.0,0 days 00:01:19.053000,1.0,0 days 02:14:58.682000,16,,,0,0
30.0,LEC,Ferrari,HARD,2.0,29.0,0 days 00:01:19.935000,1.0,0 days 02:16:18.617000,16,,,0,0
31.0,LEC,Ferrari,HARD,2.0,30.0,0 days 00:01:18.393000,1.0,0 days 02:17:37.010000,16,,,0,0
32.0,LEC,Ferrari,HARD,2.0,31.0,0 days 00:01:19.125000,1.0,0 days 02:18:56.135000,16,,,0,0
33.0,LEC,Ferrari,HARD,2.0,32.0,0 days 00:01:18.494000,1.0,0 days 02:20:14.629000,16,,,0,0
34.0,LEC,Ferrari,HARD,2.0,33.0,0 days 00:01:19.319000,1.0,0 days 02:21:33.948000,16,,,0,0
35.0,LEC,Ferrari,HARD,2.0,34.0,0 days 00:01:18.530000,1.0,0 days 02:22:52.478000,16,,,0,0
36.0,LEC,Ferrari,HARD,2.0,35.0,0 days 00:01:18.689000,1.0,0 days 02:24:11.167000,16,,,0,0
37.0,LEC,Ferrari,HARD,2.0,36.0,0 days 00:01:18.925000,1.0,0 days 02:25:30.092000,16,,,0,0
